  -0.1306938   0.9445959  -0.8228628  -0.0116987   1.6340093 1105.90PD ION  46.A
  -0.2174620   1.0424830  -0.1078588  -0.5488642   0.3026710 1105.90PD ION  46.B
  -0.3540388   1.2265393   0.6004982  -1.3104298  -0.0710585 1106.91AG ION  47.A
  -0.2141521   1.0300409  -0.1112375  -0.5172112   0.2827769 1106.91AG ION  47.B
  -0.4208501   1.3107156   1.0549393  -1.7355001  -0.6252568 1113.90CD ION  48.A
  -0.2111137   1.0186245  -0.1142315  -0.4892490   0.2652809 1113.90CD ION  48.B
  -0.4406326   1.3346359   1.2142372  -1.8893555  -0.8281025 1114.90IN ION  49.A
  -0.2083042   1.0080719  -0.1169034  -0.4643288   0.2497392 1114.90IN ION  49.B
  -0.4478769   1.3426026   1.2944794  -1.9713824  -0.9365603 1119.90SN ION  50.A
  -0.2056956   0.9982852  -0.1192989  -0.4422368   0.2363072 1119.90SN ION  50.B
  -0.4475024   1.3406112   1.3245506  -2.0057960  -0.9844907 1120.90SB ION  51.A
  -0.2032608   0.9891532  -0.1214136  -0.4225354   0.2244840 1120.90SB ION  51.B
  -0.4441288   1.3346982   1.3342934  -2.0209578  -1.0076788 1129.91TE ION  52.A
  -0.2009811   0.9806128  -0.1232912  -0.4051390   0.2146237 1129.91TE ION  52.B
  -0.4382626   1.3253693   1.3262215  -2.0181113  -1.0090429 1126.90 I ION  53.A
  -0.1988306   0.9725577  -0.1249423  -0.3894695   0.2058879 1126.90 I ION  53.B
  -0.4309926   1.3140396   1.3073730  -2.0038529  -0.9970543 1131.90XE ION  54.A
  -0.1967968   0.9649535  -0.1264248  -0.3756057   0.1990219 1131.90XE ION  54.B
  -0.4234898   1.3023415   1.2857056  -1.9863900  -0.9812695 1132.91CS ION  55.A
  -0.1948683   0.9577425  -0.1276806  -0.3632418   0.1932257 1132.91CS ION  55.B
  -0.4159056   1.2904727   1.2621880  -1.9665795  -0.9628396 1137.90BA ION  56.A
  -0.1930254   0.9508657  -0.1288454  -0.3521030   0.1889189 1137.90BA ION  56.B
  -0.4081478   1.2782733   1.2360878  -1.9434258  -0.9409207 1138.91LA ION  57.A
  -0.1912645   0.9442947  -0.1298255  -0.3421337   0.1856460 1138.91LA ION  57.B
  -0.4003464   1.2659218   1.2083206  -1.9178240  -0.9166250 1139.91CE ION  58.A
  -0.1895716   0.9379880  -0.1307188  -0.3330776   0.1834777 1139.91CE ION  58.B
  -0.3926581   1.2536498   1.1801643  -1.8912309  -0.8915632 1140.91PR ION  59.A
  -0.1879446   0.9319243  -0.1314351  -0.3249371   0.1820824 1140.91PR ION  59.B
  -0.3851359   1.2415390   1.1519470  -1.8639693  -0.8661122 1141.91ND ION  60.A
  -0.1863743   0.9260783  -0.1320566  -0.3175543   0.1816894 1141.91ND ION  60.B
  -0.3776802   1.2294309   1.1231346  -1.8354376  -0.8397275 1144.91PM ION  61.A
  -0.1848531   0.9204216  -0.1326189  -0.3107738   0.1823338 1144.91PM ION  61.B
  -0.3707696   1.2180935   1.0971260  -1.8096958  -0.8163537 1151.92SM ION  62.A
  -0.1833807   0.9149445  -0.1330358  -0.3046190   0.1835719 1151.92SM ION  62.B
  -0.3638228   1.2066033   1.0701294  -1.7823149  -0.7917033 1152.92EU ION  63.A
  -0.1819515   0.9096290  -0.1333624  -0.2989191   0.1853781 1152.92EU ION  63.B
  -0.3569857   1.1951928   1.0429459  -1.7541642  -0.7666573 1157.92GD ION  64.A
  -0.1805574   0.9044522  -0.1336826  -0.2935189   0.1880663 1157.92GD ION  64.B
  -0.3503655   1.1840395   1.0167122  -1.7267601  -0.7426290 1158.93TB ION  65.A
  -0.1792039   0.8994205  -0.1338533  -0.2885987   0.1912026 1158.93TB ION  65.B
  -0.3434281   1.1722570   0.9873962  -1.6949927  -0.7149532 1163.93DY ION  66.A
  -0.1778817   0.8945093  -0.1340033  -0.2839008   0.1950887 1163.93DY ION  66.B
  -0.3366789   1.1606804   0.9589119  -1.6638251  -0.6882255 1164.93HO ION  67.A
  -0.1765948   0.8897222  -0.1340050  -0.2795241   0.1990513 1164.93HO ION  67.B
  -0.3305001   1.1499686   0.9342422  -1.6371702  -0.6658835 1165.93ER ION  68.A
  -0.1753367   0.8850446  -0.1339762  -0.2753179   0.2035860 1165.93ER ION  68.B
  -0.3233165   1.1374305   0.9019051  -1.6003319  -0.6349091 1168.93TM ION  69.A
  -0.1741049   0.8804675  -0.1339445  -0.2711876   0.2087546 1168.93TM ION  69.B
  -0.3155574   1.1237664   0.8653717  -1.5577202  -0.5994067 1173.94YB ION  70.A
  -0.1729028   0.8759952  -0.1337927  -0.2672581   0.2139450 1173.94YB ION  70.B
  -0.3085773   1.1113206   0.8342590  -1.5217297  -0.5701511 1174.94LU ION  71.A
  -0.1717255   0.8716160  -0.1336316  -0.2633763   0.2197343 1174.94LU ION  71.B
  -0.2994564   1.0949674   0.7887001  -1.4668932  -0.5253564 1179.95HF ION  72.A
  -0.1705733   0.8673288  -0.1334101  -0.2595899   0.2258028 1179.95HF ION  72.B
  -0.2889847   1.0760210   0.7345619  -1.4006876  -0.4717692 1180.95TA ION  73.A
  -0.1694457   0.8631306  -0.1331600  -0.2558061   0.2321794 1180.95TA ION  73.B
  -0.2766043   1.0534191   0.6683006  -1.3184060  -0.4057202 1183.95 W ION  74.A
  -0.1683418   0.8590195  -0.1328663  -0.2520582   0.2388367 1183.95 W ION  74.B
  -0.2558559   1.0153885   0.5492325  -1.1678055  -0.2846650 1186.96RE ION  75.A
  -0.1672599   0.8549905  -0.1325686  -0.2482449   0.2457804 1186.96RE ION  75.B
  -0.2260745   0.9603648   0.3744984  -0.9447060  -0.1066860 1191.96OS ION  76.A
  -0.1662020   0.8510459  -0.1322104  -0.2444587   0.2529262 1191.96OS ION  76.B
